codeQuality,communication,problemSolving,timeManagement,assignment_score,codeQuality_variance,communication_variance,problemSolving_variance,timeManagement_variance,assignment_score_variance,success_rate,domain_count,PromotionStatus,designation_Software Engineer I,designation_Software Engineer II,designation_Software Engineer III,designation_Solution Consultant,designation_Solution Enabler
48.67,61.0,67.33,62.0,39.33,1136.33,363.0,265.33,25.0,1192.33,0.3333333333333333,3,2,False,False,False,False,True
55.0,52.33,64.67,47.0,62.33,171.0,390.33,1304.33,2083.0,2040.33,0.6666666666666666,2,2,False,False,False,True,False
53.67,37.33,76.0,14.33,46.0,772.33,1146.33,516.0,456.33,151.0,0.0,3,1,True,False,False,False,False
66.33,22.33,98.33,51.67,46.0,362.33,44.33,0.33,2464.33,469.0,0.3333333333333333,3,2,True,False,False,False,False
47.67,69.33,60.33,68.33,38.0,492.33,481.33,401.33,261.33,133.0,0.0,2,2,True,False,False,False,False
43.0,60.67,43.33,55.67,61.33,1281.0,662.33,2025.33,786.33,617.33,0.3333333333333333,1,1,False,False,True,False,False
33.33,52.0,48.0,74.0,52.33,984.33,2316.0,9.0,1267.0,870.33,0.3333333333333333,3,1,False,False,False,True,False
5.0,66.67,37.67,25.33,52.33,19.0,960.33,1925.33,96.33,1185.33,0.3333333333333333,2,0,False,False,False,True,False
72.33,59.67,46.0,34.33,76.0,604.33,44.33,217.0,604.33,619.0,0.6666666666666666,2,2,True,False,False,False,False
28.67,78.0,31.0,29.67,37.0,1317.33,676.0,487.0,424.33,1191.0,0.3333333333333333,3,0,False,False,False,True,False
73.67,13.33,37.33,62.33,53.33,1505.33,14.33,64.33,310.33,837.33,0.6666666666666666,2,1,False,False,False,False,True
36.0,47.0,48.33,33.0,45.67,1663.0,1651.0,344.33,739.0,169.33,0.0,3,0,False,False,True,False,False
68.33,35.33,73.67,70.67,22.33,664.33,680.33,144.33,662.33,2.33,0.0,2,1,True,False,False,False,False
54.67,28.33,36.0,74.0,70.67,2008.33,372.33,1423.0,417.0,446.33,0.6666666666666666,2,1,False,False,False,False,True
39.67,30.33,87.33,62.33,40.0,633.33,982.33,374.33,542.33,2509.0,0.3333333333333333,2,1,False,False,False,True,False
65.33,71.0,30.0,55.0,31.33,726.33,1147.0,507.0,1452.0,754.33,0.3333333333333333,2,1,False,False,False,True,False
26.0,35.33,82.0,67.33,51.0,196.0,536.33,117.0,160.33,1843.0,0.3333333333333333,2,1,False,False,False,True,False
26.67,72.33,36.67,40.0,65.33,352.33,265.33,1545.33,444.0,2730.33,0.6666666666666666,2,1,False,False,True,False,False
66.33,82.33,50.67,46.33,44.33,196.33,49.33,1362.33,156.33,950.33,0.3333333333333333,2,2,False,False,True,False,False
20.0,37.0,42.33,63.0,70.67,252.0,1323.0,1284.33,1137.0,1486.33,0.6666666666666666,2,1,False,False,False,False,True
63.0,70.0,28.0,61.67,60.33,2353.0,543.0,139.0,916.33,322.33,0.6666666666666666,2,2,False,False,False,False,True
76.0,73.33,38.0,47.67,73.33,436.0,170.33,1027.0,1072.33,421.33,0.6666666666666666,2,2,True,False,False,False,False
74.67,74.67,52.67,30.67,54.67,261.33,534.33,1500.33,1758.33,1290.33,0.6666666666666666,2,2,False,False,False,False,True
57.67,48.33,46.33,55.0,74.0,1377.33,474.33,2121.33,1459.0,3.0,1.0,2,2,False,False,True,False,False
51.33,33.0,11.67,59.33,55.33,1990.33,823.0,72.33,745.33,324.33,0.3333333333333333,2,1,False,True,False,False,False
29.33,61.67,27.0,56.67,37.67,737.33,972.33,1057.0,21.33,1192.33,0.3333333333333333,2,1,False,False,False,False,True
49.67,39.67,57.0,60.67,72.0,1241.33,246.33,1227.0,1146.33,373.0,0.6666666666666666,3,2,False,False,True,False,False
47.67,70.0,7.67,40.67,44.67,1652.33,79.0,12.33,582.33,145.33,0.0,3,1,False,False,False,False,True
38.0,59.67,30.33,22.0,48.0,2236.0,908.33,680.33,196.0,1351.0,0.3333333333333333,2,0,False,False,False,True,False
71.33,56.67,76.0,54.0,67.67,926.33,1984.33,441.0,268.0,1009.33,0.6666666666666666,2,2,False,False,True,False,False
44.33,64.67,43.0,36.33,41.33,1130.33,44.33,1647.0,1584.33,1726.33,0.3333333333333333,1,1,False,True,False,False,False
57.33,44.67,41.67,26.0,71.67,2286.33,324.33,730.33,97.0,342.33,0.6666666666666666,2,1,False,False,False,True,False
31.67,45.0,53.67,40.33,75.67,124.33,1351.0,308.33,54.33,550.33,0.6666666666666666,2,1,False,False,False,True,False
38.0,27.67,18.0,37.0,36.67,1549.0,646.33,343.0,763.0,602.33,0.3333333333333333,1,0,False,False,True,False,False
45.67,42.33,39.0,47.0,44.67,1920.33,794.33,223.0,109.0,804.33,0.3333333333333333,2,1,False,True,False,False,False
46.0,43.33,79.33,20.67,50.33,468.0,1002.33,409.33,108.33,1110.33,0.3333333333333333,3,1,False,False,False,True,False
24.33,80.67,74.33,43.67,55.0,206.33,30.33,506.33,225.33,103.0,0.3333333333333333,2,2,False,False,False,False,True
30.0,58.33,41.33,30.33,34.0,487.0,1260.33,1376.33,122.33,819.0,0.0,2,0,False,False,False,True,False
27.0,39.33,25.33,85.0,41.67,432.0,442.33,69.33,133.0,1276.33,0.3333333333333333,2,1,True,False,False,False,False
44.67,57.67,61.0,67.0,41.33,100.33,1972.33,507.0,637.0,85.33,0.0,2,1,False,False,False,False,True
48.33,67.33,42.33,63.33,56.33,1241.33,341.33,1265.33,1622.33,1633.33,0.6666666666666666,2,2,False,False,False,False,True
55.0,48.33,61.33,56.67,68.33,1197.0,825.33,22.33,906.33,736.33,0.6666666666666666,2,2,False,False,True,False,False
33.67,65.67,58.67,53.0,55.67,730.33,836.33,901.33,273.0,1852.33,0.6666666666666666,2,1,True,False,False,False,False
47.33,71.67,31.67,44.33,84.0,236.33,250.33,520.33,376.33,21.0,1.0,2,2,False,True,False,False,False
48.67,53.33,35.33,50.0,25.0,1908.33,1829.33,290.33,1956.0,271.0,0.0,2,1,False,False,False,False,True
69.33,40.67,57.33,49.0,40.33,401.33,1336.33,862.33,1264.0,1017.33,0.3333333333333333,3,1,True,False,False,False,False
47.0,65.0,75.67,58.0,60.33,1729.0,91.0,1044.33,1339.0,254.33,0.3333333333333333,2,2,True,False,False,False,False
61.33,63.67,71.0,53.0,82.33,1192.33,1246.33,1468.0,772.0,201.33,1.0,3,2,False,False,True,False,False
68.33,72.67,43.67,39.33,10.67,1285.33,1120.33,226.33,762.33,72.33,0.0,2,1,False,False,False,False,True
42.33,64.33,83.0,37.67,22.67,1605.33,320.33,228.0,385.33,401.33,0.0,2,1,True,False,False,False,False
53.67,19.0,32.0,75.0,30.0,1941.33,171.0,549.0,292.0,364.0,0.0,3,0,False,False,False,False,True
29.67,35.67,34.0,53.33,58.0,197.33,460.33,3.0,1994.33,1681.0,0.3333333333333333,2,1,False,False,False,True,False
43.67,72.33,78.33,64.33,67.0,230.33,214.33,226.33,737.33,1993.0,0.6666666666666666,3,2,True,False,False,False,False
45.0,53.67,40.33,36.0,21.33,349.0,69.33,1202.33,127.0,65.33,0.0,2,0,False,False,False,True,False
41.67,8.33,54.67,86.33,36.67,484.33,16.33,450.33,185.33,465.33,0.0,2,1,False,False,False,True,False
60.33,45.67,63.67,64.33,48.67,1732.33,676.33,1801.33,320.33,476.33,0.3333333333333333,2,2,False,False,True,False,False
61.0,49.33,50.33,46.33,71.0,871.0,681.33,170.33,1957.33,1884.0,0.6666666666666666,2,2,False,False,True,False,False
26.67,58.33,52.67,55.33,56.0,856.33,1356.33,1604.33,104.33,961.0,0.3333333333333333,2,1,False,False,True,False,False
81.67,64.0,66.67,51.67,80.67,4.33,228.0,460.33,804.33,182.33,1.0,3,2,True,False,False,False,False
95.33,61.67,62.33,65.33,30.0,9.33,494.33,302.33,208.33,337.0,0.0,2,2,False,True,False,False,False
56.0,66.33,70.67,55.33,75.33,31.0,2001.33,1265.33,329.33,800.33,0.6666666666666666,3,2,False,False,True,False,False
79.0,54.0,29.67,29.0,37.67,643.0,1300.0,630.33,1957.0,800.33,0.0,3,1,False,False,False,True,False
29.33,76.0,36.0,62.33,44.33,1734.33,867.0,81.0,5.33,1906.33,0.3333333333333333,3,1,False,False,True,False,False
34.0,34.67,69.67,38.0,29.0,363.0,240.33,450.33,441.0,463.0,0.0,3,0,True,False,False,False,False
37.33,59.0,54.33,29.0,63.33,770.33,21.0,1040.33,409.0,945.33,0.6666666666666666,2,1,False,False,True,False,False
7.0,63.33,46.67,65.33,30.33,28.0,758.33,1024.33,690.33,297.33,0.0,2,1,False,False,False,True,False
43.0,64.67,71.67,65.67,59.0,1687.0,65.33,274.33,2506.33,1471.0,0.3333333333333333,2,2,False,False,False,False,True
74.33,45.67,42.67,73.0,59.0,422.33,146.33,1122.33,373.0,1417.0,0.3333333333333333,2,2,False,False,False,False,True
51.0,32.67,56.0,31.0,27.0,1159.0,394.33,169.0,763.0,127.0,0.0,2,0,False,False,False,True,False
40.67,26.33,41.33,58.0,73.67,985.33,129.33,282.33,832.0,132.33,1.0,2,1,False,False,True,False,False
54.67,58.33,54.0,46.0,71.0,508.33,36.33,244.0,643.0,2437.0,0.6666666666666666,2,2,False,False,False,True,False
37.0,53.67,41.33,42.0,57.67,304.0,100.33,758.33,931.0,1560.33,0.3333333333333333,2,1,False,False,True,False,False
77.0,73.0,37.33,79.33,33.67,784.0,300.0,74.33,596.33,1025.33,0.3333333333333333,2,2,True,False,False,False,False
54.33,55.0,60.0,41.0,65.67,2302.33,31.0,883.0,1171.0,966.33,0.6666666666666666,2,2,False,False,False,False,True
62.67,39.67,77.33,59.0,48.33,250.33,2149.33,52.33,927.0,692.33,0.6666666666666666,3,2,False,False,True,False,False
19.33,68.33,47.67,32.67,27.33,261.33,1250.33,421.33,346.33,132.33,0.0,3,0,False,False,False,False,True
38.67,50.0,36.0,52.33,44.0,65.33,1168.0,367.0,822.33,1387.0,0.3333333333333333,3,1,False,False,False,True,False
47.33,38.0,51.67,49.33,37.0,1212.33,1204.0,433.33,1862.33,679.0,0.3333333333333333,2,1,False,False,False,False,True
68.0,67.0,60.67,60.67,49.67,1561.0,2113.0,4.33,1696.33,240.33,0.3333333333333333,2,2,False,False,True,False,False
40.67,57.33,29.67,59.33,56.0,420.33,1310.33,990.33,1032.33,79.0,0.3333333333333333,2,1,False,False,True,False,False
30.0,30.33,68.33,53.67,39.67,417.0,37.33,329.33,8.33,1105.33,0.3333333333333333,2,1,False,False,False,False,True
52.33,39.67,57.33,56.67,45.33,1584.33,409.33,1969.33,962.33,1920.33,0.3333333333333333,2,1,False,True,False,False,False
44.33,49.67,53.33,45.67,10.33,822.33,240.33,2358.33,985.33,102.33,0.0,2,0,True,False,False,False,False
41.67,33.33,70.33,37.33,65.0,230.33,358.33,890.33,16.33,577.0,0.6666666666666666,2,1,True,False,False,False,False
27.0,60.67,52.0,41.0,38.0,9.0,1070.33,711.0,739.0,2053.0,0.3333333333333333,3,1,True,False,False,False,False
70.67,26.67,43.33,34.0,77.0,662.33,472.33,140.33,657.0,292.0,1.0,2,1,False,False,False,True,False
49.0,25.0,47.0,11.0,59.67,1737.0,775.0,1153.0,7.0,262.33,0.6666666666666666,1,0,False,False,False,False,True
34.33,21.67,25.33,15.33,71.33,472.33,658.33,261.33,264.33,644.33,0.6666666666666666,2,0,False,True,False,False,False
29.0,48.0,70.33,16.0,24.0,63.0,973.0,357.33,91.0,700.0,0.0,3,0,False,False,False,True,False
40.0,42.67,89.67,59.0,75.67,2443.0,1172.33,100.33,687.0,966.33,0.6666666666666666,3,2,False,False,False,False,True
63.67,24.0,58.67,39.0,77.67,2597.33,661.0,952.33,619.0,926.33,0.6666666666666666,2,1,True,False,False,False,False
38.67,60.67,49.33,39.67,49.0,1408.33,616.33,1652.33,842.33,241.0,0.3333333333333333,2,1,False,False,True,False,False
18.0,64.67,47.0,48.33,40.0,268.0,1534.33,48.0,1772.33,1483.0,0.3333333333333333,1,1,False,False,True,False,False
41.33,65.0,82.33,67.0,31.33,329.33,121.0,177.33,1875.0,561.33,0.0,2,2,False,False,False,True,False
60.67,30.0,59.33,51.0,48.0,1126.33,975.0,1290.33,1393.0,1663.0,0.3333333333333333,2,1,False,False,False,False,True
30.0,90.67,34.67,23.0,69.67,433.0,184.33,1132.33,144.0,1850.33,0.6666666666666666,2,1,False,False,True,False,False
39.33,24.33,43.67,48.67,40.0,834.33,30.33,1816.33,464.33,691.0,0.0,2,0,False,False,True,False,False
54.33,46.33,49.33,60.0,40.0,1516.33,714.33,645.33,1501.0,1213.0,0.3333333333333333,2,1,False,False,False,False,True
36.0,72.0,44.33,49.33,49.0,1039.0,1389.0,592.33,1737.33,1197.0,0.3333333333333333,2,1,False,False,False,False,True
75.0,45.33,65.0,59.33,86.67,463.0,1084.33,397.0,2684.33,132.33,1.0,2,2,False,False,True,False,False
41.0,68.67,52.67,34.67,49.67,2317.0,684.33,432.33,780.33,1540.33,0.6666666666666666,3,1,False,False,False,True,False
53.67,54.0,81.67,76.67,58.33,1304.33,343.0,182.33,404.33,420.33,0.3333333333333333,2,2,False,True,False,False,False
94.33,45.67,57.0,58.0,75.0,30.33,177.33,849.0,331.0,39.0,1.0,3,2,False,False,False,True,False
38.0,48.67,20.33,44.0,24.33,532.0,677.33,1066.33,175.0,652.33,0.0,3,0,False,False,False,False,True
47.0,53.0,47.33,35.33,7.0,1204.0,151.0,1410.33,2096.33,57.0,0.0,2,0,False,False,True,False,False
38.0,33.67,58.33,51.0,73.0,2368.0,581.33,162.33,241.0,703.0,0.6666666666666666,2,1,False,False,False,True,False
56.67,48.33,62.0,33.33,72.0,870.33,132.33,775.0,2672.33,211.0,0.6666666666666666,3,1,False,False,False,False,True
41.33,78.33,56.0,45.67,49.67,1724.33,90.33,229.0,945.33,1486.33,0.3333333333333333,2,1,True,False,False,False,False
40.67,53.67,44.0,62.0,46.67,1820.33,1374.33,1117.0,1116.0,294.33,0.3333333333333333,2,1,False,False,False,False,True
53.67,58.0,26.67,43.67,66.0,1312.33,1281.0,496.33,2360.33,3073.0,0.6666666666666666,2,1,False,True,False,False,False
38.67,48.67,64.0,60.33,25.0,2642.33,144.33,309.0,2233.33,364.0,0.0,2,1,False,False,False,False,True
64.0,76.0,69.0,55.0,36.0,349.0,252.0,316.0,13.0,637.0,0.3333333333333333,3,2,False,False,True,False,False
11.0,53.67,44.33,51.33,70.0,31.0,721.33,214.33,74.33,28.0,1.0,3,1,False,True,False,False,False
56.67,28.0,25.67,77.67,58.33,870.33,433.0,258.33,1009.33,1962.33,0.6666666666666666,2,1,False,True,False,False,False
40.67,33.0,56.0,35.33,37.33,714.33,91.0,1807.0,940.33,1381.33,0.3333333333333333,1,0,False,False,False,True,False
28.33,61.67,33.67,70.33,51.0,257.33,336.33,1100.33,552.33,1519.0,0.3333333333333333,1,1,False,False,False,True,False
62.67,44.67,39.67,46.33,51.67,560.33,726.33,746.33,1054.33,486.33,0.3333333333333333,2,1,True,False,False,False,False
56.0,42.33,42.67,52.67,49.67,307.0,569.33,2465.33,740.33,1094.33,0.3333333333333333,2,1,False,False,True,False,False
51.67,78.33,59.0,38.67,40.0,937.33,696.33,343.0,1196.33,643.0,0.3333333333333333,3,1,False,False,False,True,False
70.33,68.67,47.33,36.33,38.67,890.33,660.33,316.33,702.33,272.33,0.0,2,1,False,True,False,False,False
49.0,27.0,55.0,73.67,36.67,553.0,1596.0,1108.0,24.33,2142.33,0.3333333333333333,2,1,True,False,False,False,False
57.67,45.67,67.33,45.33,29.33,1157.33,1792.33,874.33,1126.33,752.33,0.3333333333333333,2,1,False,False,False,True,False
38.33,46.0,25.0,30.0,76.67,165.33,468.0,471.0,208.0,1033.33,0.6666666666666666,2,1,False,False,True,False,False
43.67,76.33,37.33,62.0,82.67,2232.33,624.33,677.33,2061.0,42.33,1.0,2,2,False,False,False,False,True
32.33,50.0,37.33,29.0,37.33,74.33,1299.0,729.33,784.0,632.33,0.3333333333333333,2,0,False,False,True,False,False
42.33,28.67,38.67,42.33,71.67,534.33,97.33,1797.33,408.33,974.33,0.6666666666666666,2,1,True,False,False,False,False
56.0,52.33,24.67,77.33,38.0,2317.0,1640.33,1681.33,442.33,181.0,0.0,3,1,False,True,False,False,False
59.0,61.0,59.0,72.0,46.67,157.0,981.0,1296.0,12.0,2033.33,0.3333333333333333,2,2,True,False,False,False,False
54.0,57.0,59.33,58.33,46.0,927.0,2353.0,197.33,1754.33,1677.0,0.3333333333333333,1,1,False,False,False,False,True
37.67,44.33,39.67,29.0,49.33,1006.33,1122.33,1841.33,84.0,1369.33,0.3333333333333333,2,0,True,False,False,False,False
73.33,33.0,53.33,61.0,72.0,897.33,327.0,1617.33,921.0,688.0,0.6666666666666666,3,2,False,False,True,False,False
41.0,59.33,80.67,44.33,56.33,2253.0,5.33,69.33,50.33,1366.33,0.3333333333333333,3,2,False,True,False,False,False
58.67,29.33,38.67,73.0,49.33,190.33,1064.33,1530.33,457.0,37.33,0.0,2,1,True,False,False,False,False
37.33,52.67,33.0,63.67,93.33,862.33,794.33,508.0,1961.33,52.33,1.0,2,2,False,False,False,False,True
77.0,9.33,71.33,66.33,50.0,208.0,0.33,600.33,50.33,763.0,0.3333333333333333,2,1,False,False,False,False,True
39.33,61.0,46.0,42.0,27.67,92.33,1069.0,1327.0,237.0,1126.33,0.3333333333333333,2,1,False,False,False,True,False
52.67,63.0,58.67,31.0,62.67,934.33,837.0,1366.33,559.0,534.33,0.6666666666666666,2,1,False,False,False,True,False
27.33,31.0,35.33,44.67,69.33,752.33,307.0,86.33,1009.33,101.33,1.0,1,0,False,True,False,False,False
47.33,72.67,28.0,78.33,91.0,1312.33,324.33,241.0,265.33,112.0,1.0,2,2,False,True,False,False,False
38.67,62.0,64.33,49.67,58.33,1097.33,117.0,1164.33,710.33,1264.33,0.3333333333333333,1,1,False,False,False,False,True
46.67,63.33,78.67,15.33,49.33,49.33,422.33,917.33,57.33,1529.33,0.6666666666666666,3,1,False,False,False,False,True
68.0,47.0,52.67,32.0,42.33,919.0,973.0,90.33,247.0,256.33,0.0,2,1,True,False,False,False,False
34.0,65.67,42.0,59.67,56.67,763.0,1560.33,81.0,1054.33,726.33,0.3333333333333333,2,1,True,False,False,False,False
74.0,43.67,39.33,48.67,52.67,109.0,490.33,1621.33,561.33,1233.33,0.3333333333333333,3,1,True,False,False,False,False
60.67,13.0,41.0,42.33,64.67,1070.33,273.0,1317.0,661.33,1414.33,0.6666666666666666,3,1,True,False,False,False,False
43.33,44.67,30.33,35.0,35.0,858.33,2358.33,296.33,892.0,1011.0,0.3333333333333333,2,0,False,False,False,False,True
48.33,36.33,37.0,72.0,25.33,2212.33,921.33,769.0,463.0,476.33,0.0,2,1,False,False,False,False,True
25.0,51.0,31.0,46.67,67.0,309.0,1267.0,1900.0,233.33,787.0,0.6666666666666666,2,1,True,False,False,False,False
63.67,41.0,73.33,71.67,36.67,6.33,919.0,265.33,102.33,316.33,0.0,3,2,False,False,False,True,False
26.0,41.33,54.67,35.67,70.33,171.0,1260.33,1210.33,1258.33,674.33,0.6666666666666666,2,1,False,False,True,False,False
94.33,60.33,55.67,11.33,79.0,32.33,310.33,896.33,114.33,181.0,1.0,1,2,True,False,False,False,False
47.67,41.33,63.33,37.33,51.33,1221.33,542.33,670.33,752.33,449.33,0.3333333333333333,2,1,False,False,False,True,False
43.33,21.0,39.33,56.0,63.0,1922.33,16.0,836.33,372.0,661.0,0.6666666666666666,2,1,False,False,False,True,False
43.67,62.0,49.0,39.33,50.33,1124.33,301.0,975.0,1545.33,890.33,0.6666666666666666,2,1,False,False,False,False,True
47.0,48.0,63.33,41.33,64.0,1876.0,1729.0,2345.33,1442.33,171.0,0.3333333333333333,2,1,False,False,True,False,False
30.67,45.67,47.33,46.0,3.0,12.33,576.33,404.33,988.0,7.0,0.0,2,0,False,False,True,False,False
54.33,58.67,81.33,41.67,60.33,184.33,665.33,241.33,1992.33,2172.33,0.6666666666666666,3,2,False,False,True,False,False
44.67,14.67,36.67,58.33,36.67,826.33,22.33,108.33,1374.33,1489.33,0.3333333333333333,2,0,False,False,True,False,False
68.33,49.0,62.0,88.0,69.33,357.33,819.0,832.0,3.0,112.33,0.6666666666666666,3,2,False,False,False,True,False
76.0,43.0,31.33,66.33,22.0,457.0,1141.0,770.33,569.33,1027.0,0.0,2,1,False,False,False,True,False
69.33,49.33,62.33,45.67,22.0,566.33,500.33,2624.33,1552.33,259.0,0.0,2,1,True,False,False,False,False
51.0,64.67,70.67,79.33,72.0,1488.0,2202.33,54.33,97.33,12.0,1.0,1,2,False,False,False,False,True
52.0,31.67,66.67,30.33,53.0,1764.0,784.33,296.33,1.33,1519.0,0.3333333333333333,1,1,True,False,False,False,False
82.67,71.0,50.67,78.0,38.0,169.33,661.0,660.33,468.0,3.0,0.0,1,2,False,True,False,False,False
39.33,72.67,55.67,37.0,15.33,1045.33,849.33,1929.33,1497.0,364.33,0.0,2,1,False,False,True,False,False
70.33,47.33,74.0,40.67,31.33,170.33,2046.33,283.0,1374.33,430.33,0.0,1,1,False,True,False,False,False
63.0,65.33,35.33,53.33,47.67,1729.0,1.33,265.33,1064.33,862.33,0.6666666666666666,2,1,False,True,False,False,False
36.33,49.33,30.0,22.33,85.67,1130.33,1584.33,307.0,537.33,496.33,1.0,1,1,False,False,False,False,True
51.0,37.67,51.67,69.67,73.0,12.0,869.33,376.33,705.33,603.0,0.6666666666666666,3,2,False,True,False,False,False
48.0,41.0,59.33,68.33,54.0,1879.0,1327.0,1029.33,142.33,499.0,0.3333333333333333,2,1,False,True,False,False,False
33.67,87.0,33.0,54.0,52.67,1132.33,25.0,1321.0,163.0,1344.33,0.3333333333333333,1,1,False,False,False,True,False
5.33,46.0,51.0,32.67,86.67,16.33,1993.0,1983.0,49.33,129.33,1.0,3,1,False,False,True,False,False
70.33,19.67,69.67,50.33,41.67,562.33,16.33,90.33,666.33,641.33,0.3333333333333333,2,1,False,True,False,False,False
76.33,42.33,61.67,54.33,71.0,561.33,966.33,849.33,1472.33,589.0,0.3333333333333333,2,2,False,False,False,True,False
35.33,34.67,82.33,60.0,54.33,1369.33,274.33,240.33,919.0,1905.33,0.6666666666666666,2,1,False,False,False,True,False
16.67,41.67,91.0,70.0,46.67,532.33,2417.33,127.0,721.0,1992.33,0.3333333333333333,2,1,False,True,False,False,False
21.0,61.33,58.0,71.67,26.33,63.0,420.33,1116.0,329.33,1026.33,0.3333333333333333,2,1,True,False,False,False,False
45.33,39.67,45.33,40.67,20.0,1226.33,1364.33,549.33,1562.33,211.0,0.0,3,0,False,True,False,False,False
26.67,64.33,26.67,49.0,22.0,558.33,120.33,529.33,1141.0,547.0,0.0,2,0,True,False,False,False,False
65.33,67.0,77.67,75.67,45.33,1045.33,1519.0,276.33,345.33,114.33,0.0,2,2,False,False,True,False,False
43.67,23.0,51.0,44.33,21.0,1766.33,64.0,999.0,2366.33,513.0,0.0,2,0,False,False,False,True,False
71.0,35.67,26.67,62.33,73.67,292.0,424.33,956.33,1454.33,262.33,0.6666666666666666,2,1,True,False,False,False,False
54.67,49.33,29.0,50.0,72.33,1044.33,1560.33,703.0,1297.0,50.33,1.0,3,1,True,False,False,False,False
70.33,45.67,56.0,45.0,35.0,310.33,681.33,1524.0,2161.0,547.0,0.3333333333333333,3,1,False,False,False,False,True
53.67,65.67,49.67,49.67,46.0,1777.33,1617.33,1070.33,380.33,259.0,0.3333333333333333,2,1,False,True,False,False,False
42.0,45.33,51.67,48.33,27.33,916.0,412.33,1084.33,2112.33,1450.33,0.3333333333333333,2,1,True,False,False,False,False
55.67,25.67,51.33,38.0,36.0,185.33,156.33,2217.33,1117.0,507.0,0.0,1,0,False,False,False,True,False
50.0,71.67,70.67,52.67,52.0,817.0,562.33,808.33,424.33,811.0,0.3333333333333333,2,2,False,False,False,False,True
55.0,68.0,61.0,63.67,53.67,2133.0,147.0,39.0,602.33,24.33,0.0,2,2,False,False,True,False,False
