employeeId,average_score,training_completed,performance
1394,37.0,3,Poor
1395,75.67,3,Average
1396,43.33,3,Poor
1397,52.33,3,Average
1398,67.33,3,Average
1399,41.67,3,Poor
1400,66.67,3,Average
1401,67.0,3,Average
1402,47.33,3,Poor
1403,44.67,3,Poor
1404,35.67,3,Poor
1405,51.33,3,Average
1406,53.0,3,Average
1407,26.67,3,Poor
1408,68.0,3,Average
1409,37.33,3,Poor
1410,36.0,3,Poor
1411,25.0,3,Poor
1412,58.33,3,Average
1413,41.33,3,Poor
1414,6.67,3,Poor
1415,87.0,3,Excellent
1416,64.67,3,Average
1417,65.33,3,Average
1418,78.67,3,Average
1419,55.0,3,Average
1420,36.33,3,Poor
1421,59.0,3,Average
1422,48.33,3,Poor
1423,73.67,3,Average
1424,66.33,3,Average
1425,55.0,3,Average
1426,62.33,3,Average
1427,54.0,3,Average
1428,62.67,3,Average
1429,62.0,3,Average
1430,58.67,3,Average
1431,22.33,3,Poor
1432,56.33,3,Average
1433,34.0,3,Poor
1434,55.0,3,Average
1435,66.0,3,Average
1436,30.0,3,Poor
1437,51.67,3,Average
1438,53.0,3,Average
1439,33.67,3,Poor
1440,31.33,3,Poor
1441,57.0,3,Average
1442,44.0,3,Poor
1443,40.0,3,Poor
1444,43.67,3,Poor
1445,17.0,3,Poor
1446,78.0,3,Average
1447,70.0,3,Average
1448,55.33,3,Average
1449,47.67,3,Poor
1450,47.67,3,Poor
1451,73.0,3,Average
1452,50.0,3,Average
1453,11.33,3,Poor
1454,47.33,3,Poor
1455,43.0,3,Poor
1456,50.67,3,Average
1457,56.0,3,Average
1458,27.67,3,Poor
1459,72.33,3,Average
1460,74.33,3,Average
1461,32.67,3,Poor
1462,41.33,3,Poor
1463,55.0,3,Average
1464,53.67,3,Average
1465,35.67,3,Poor
1466,46.33,3,Poor
1467,59.0,3,Average
1468,48.67,3,Poor
1469,14.0,3,Poor
1470,66.33,3,Average
1471,54.67,3,Average
1472,55.0,3,Average
1473,25.0,3,Poor
1474,48.67,3,Poor
1475,79.67,3,Average
1476,32.67,3,Poor
1477,85.0,3,Excellent
1478,79.67,3,Average
1479,63.67,3,Average
1480,61.33,3,Average
1481,31.67,3,Poor
1482,5.67,3,Poor
1483,23.67,3,Poor
1484,70.0,3,Average
1485,51.33,3,Average
1486,90.0,3,Excellent
1487,65.0,3,Average
1488,28.33,3,Poor
1489,20.0,3,Poor
1490,51.33,3,Average
1491,32.67,3,Poor
1492,91.33,3,Excellent
1493,61.0,3,Average
1494,71.67,3,Average
1495,56.0,3,Average
1496,71.0,3,Average
1497,38.67,3,Poor
1498,45.33,3,Poor
1499,61.0,3,Average
1500,15.33,3,Poor
1501,54.33,3,Average
1502,76.33,3,Average
1503,31.33,3,Poor
1504,40.67,3,Poor
1505,45.33,3,Poor
1506,68.33,3,Average
1507,40.67,3,Poor
1508,88.33,3,Excellent
1509,56.33,3,Average
1510,38.67,3,Poor
1511,47.67,3,Poor
1512,71.0,3,Average
1513,19.0,3,Poor
1514,84.33,3,Excellent
1515,40.67,3,Poor
1516,42.67,3,Poor
1517,43.33,3,Poor
1518,44.67,3,Poor
1519,51.33,3,Average
1520,69.0,3,Average
1521,31.33,3,Poor
1522,51.67,3,Average
1523,52.67,3,Average
1524,41.33,3,Poor
1525,59.67,3,Average
1526,44.0,3,Poor
1527,35.0,3,Poor
1528,44.33,3,Poor
1529,47.67,3,Poor
1530,75.0,3,Average
1531,47.0,3,Poor
1532,60.33,3,Average
1533,45.0,3,Poor
1534,47.33,3,Poor
1535,44.67,3,Poor
1536,47.67,3,Poor
1537,19.33,3,Poor
1538,55.67,3,Average
1539,37.67,3,Poor
1540,39.67,3,Poor
1541,83.33,3,Excellent
1542,79.0,3,Average
1543,40.33,3,Poor
1544,32.0,3,Poor
1545,60.0,3,Average
1546,43.67,3,Poor
1547,60.67,3,Average
1548,67.0,3,Average
1549,38.0,3,Poor
1550,37.67,3,Poor
1551,42.67,3,Poor
1552,57.0,3,Average
1553,38.0,3,Poor
1554,62.33,3,Average
1555,61.0,3,Average
1556,83.33,3,Excellent
1557,71.0,3,Average
1558,81.67,3,Excellent
1559,25.0,3,Poor
1560,36.0,3,Poor
1561,48.33,3,Poor
1562,49.67,3,Poor
1563,55.33,3,Average
1564,62.33,3,Average
1565,58.33,3,Average
1566,39.0,3,Poor
1567,51.0,3,Average
1568,63.67,3,Average
1569,48.0,3,Poor
1570,48.33,3,Poor
1571,56.0,3,Average
1572,83.67,3,Excellent
1573,58.67,3,Average
1574,64.67,3,Average
1575,65.33,3,Average
1576,55.33,3,Average
1577,40.33,3,Poor
1578,53.33,3,Average
1579,48.67,3,Poor
1580,56.0,3,Average
1581,92.0,3,Excellent
1582,46.33,3,Poor
1583,63.0,3,Average
1584,48.0,3,Poor
1585,16.67,3,Poor
1586,94.0,3,Excellent
1587,63.33,3,Average
1588,42.67,3,Poor
1589,76.0,3,Average
1590,52.67,3,Average
1591,27.33,3,Poor
1592,25.67,3,Poor
1593,30.67,3,Poor
1594,60.67,3,Average
1595,57.33,3,Average
1596,36.67,3,Poor
1597,32.0,3,Poor
1598,38.33,3,Poor
1599,31.33,3,Poor
1600,35.67,3,Poor
1601,71.67,3,Average
1602,86.0,3,Excellent
1603,51.33,3,Average
1604,57.33,3,Average
1605,51.67,3,Average
1606,46.33,3,Poor
1607,84.0,3,Excellent
1608,63.67,3,Average
1609,53.67,3,Average
1610,62.0,3,Average
1611,27.0,3,Poor
1612,50.0,3,Average
1613,68.0,3,Average
1614,73.0,3,Average
1615,54.0,3,Average
1616,57.33,3,Average
1617,63.33,3,Average
1618,57.67,3,Average
1619,55.0,3,Average
1620,68.33,3,Average
1621,24.0,3,Poor
1622,57.33,3,Average
1623,45.0,3,Poor
1624,30.67,3,Poor
1625,56.67,3,Average
1626,44.33,3,Poor
1627,67.0,3,Average
1628,71.0,3,Average
1629,40.33,3,Poor
1630,45.33,3,Poor
1631,53.67,3,Average
1632,63.67,3,Average
1633,73.33,3,Average
1634,35.0,3,Poor
1635,22.0,3,Poor
1636,25.33,3,Poor
1637,35.0,3,Poor
1638,43.0,3,Poor
1639,80.0,3,Excellent
1640,53.0,3,Average
1641,50.0,3,Average
1642,46.0,3,Poor
1643,56.0,3,Average
1644,74.0,3,Average
1645,18.0,3,Poor
1646,64.33,3,Average
1647,44.67,3,Poor
1648,58.0,3,Average
1649,38.67,3,Poor
1650,48.0,3,Poor
1651,31.33,3,Poor
1652,42.0,3,Poor
1653,64.0,3,Average
1654,30.33,3,Poor
1655,32.67,3,Poor
1656,17.0,3,Poor
1657,29.0,3,Poor
1658,62.33,3,Average
1659,63.33,3,Average
1660,89.67,3,Excellent
1661,61.0,3,Average
1662,56.33,3,Average
1663,33.67,3,Poor
1664,47.0,3,Poor
1665,41.0,3,Poor
1666,46.33,3,Poor
1667,34.67,3,Poor
1668,50.0,3,Average
1669,28.33,3,Poor
1670,39.33,3,Poor
1671,62.67,3,Average
1672,56.0,3,Average
1673,51.33,3,Average
1674,80.33,3,Excellent
1675,45.0,3,Poor
1676,65.0,3,Average
1677,49.0,3,Poor
1678,83.33,3,Excellent
1679,51.0,3,Average
1680,35.67,3,Poor
1681,25.33,3,Poor
1682,44.33,3,Poor
1683,55.0,3,Average
1684,49.33,3,Poor
1685,33.0,3,Poor
1686,36.67,3,Poor
1687,60.67,3,Average
1688,45.33,3,Poor
1689,67.33,3,Average
1690,44.67,3,Poor
1691,41.33,3,Poor
1692,31.0,3,Poor
1693,58.33,3,Average
1694,32.0,3,Poor
1695,70.0,3,Average
1696,52.67,3,Average
1697,53.0,3,Average
1698,35.67,3,Poor
1699,55.33,3,Average
1700,60.33,3,Average
1701,45.33,3,Poor
1702,33.67,3,Poor
1703,58.0,3,Average
1704,41.0,3,Poor
1705,50.0,3,Average
1706,59.0,3,Average
1707,60.0,3,Average
1708,49.67,3,Poor
1709,32.33,3,Poor
1710,61.33,3,Average
1711,86.67,3,Excellent
1712,22.0,3,Poor
1713,9.67,3,Poor
1714,79.33,3,Average
1715,53.33,3,Average
1716,41.0,3,Poor
1717,26.33,3,Poor
1718,53.67,3,Average
1719,43.0,3,Poor
1720,72.67,3,Average
1721,38.67,3,Poor
1722,42.67,3,Poor
1723,36.0,3,Poor
1724,32.33,3,Poor
1725,47.33,3,Poor
1726,51.33,3,Average
1727,37.0,3,Poor
1728,55.0,3,Average
1729,51.0,3,Average
1730,45.0,3,Poor
1731,30.0,3,Poor
1732,48.67,3,Poor
1733,46.67,3,Poor
1734,31.0,3,Poor
1735,51.33,3,Average
1736,54.67,3,Average
1737,56.67,3,Average
1738,39.0,3,Poor
1739,68.67,3,Average
1740,52.0,3,Average
1741,61.67,3,Average
1742,69.33,3,Average
1743,29.67,3,Poor
1744,56.0,3,Average
1745,30.67,3,Poor
1746,26.67,3,Poor
1747,25.67,3,Poor
1748,61.33,3,Average
1749,36.67,3,Poor
1750,15.0,3,Poor
1751,42.67,3,Poor
1752,9.33,3,Poor
1753,41.0,3,Poor
1754,53.0,3,Average
1755,60.67,3,Average
1756,61.33,3,Average
1757,56.67,3,Average
1758,67.0,3,Average
1759,77.0,3,Average
1760,44.33,3,Poor
1761,61.0,3,Average
1762,53.0,3,Average
1763,62.0,3,Average
1764,68.67,3,Average
1765,41.0,3,Poor
1766,32.33,3,Poor
1767,48.0,3,Poor
1768,41.33,3,Poor
1769,49.33,3,Poor
1770,23.33,3,Poor
1771,46.0,3,Poor
1772,51.67,3,Average
1773,41.67,3,Poor
1774,75.33,3,Average
1775,33.33,3,Poor
1776,49.33,3,Poor
1777,75.0,3,Average
1778,60.33,3,Average
1779,32.0,3,Poor
1780,61.0,3,Average
1781,15.33,3,Poor
1782,68.33,3,Average
1783,89.0,3,Excellent
1784,65.67,3,Average
1785,91.33,3,Excellent
1786,43.0,3,Poor
1787,45.67,3,Poor
1788,18.33,3,Poor
1789,52.0,3,Average
1790,47.0,3,Poor
1791,69.0,3,Average
1792,41.0,3,Poor
1793,55.0,3,Average
1794,45.0,3,Poor
1795,55.67,3,Average
1796,27.0,3,Poor
1797,66.33,3,Average
1798,18.67,3,Poor
1799,44.0,3,Poor
1800,51.67,3,Average
1801,59.33,3,Average
1802,69.33,3,Average
1803,44.67,3,Poor
1804,58.33,3,Average
1805,65.0,3,Average
1806,45.33,3,Poor
1807,33.33,3,Poor
1808,26.0,3,Poor
1809,45.0,3,Poor
1810,64.33,3,Average
1811,34.0,3,Poor
1812,46.33,3,Poor
1813,33.0,3,Poor
1814,12.33,3,Poor
1815,15.0,3,Poor
1816,54.33,3,Average
1817,33.67,3,Poor
1818,46.0,3,Poor
1819,16.67,3,Poor
1820,45.67,3,Poor
1821,62.33,3,Average
1822,64.33,3,Average
1823,17.0,3,Poor
1824,41.67,3,Poor
1825,36.67,3,Poor
1826,27.67,3,Poor
1827,52.67,3,Average
1828,42.0,3,Poor
1829,60.33,3,Average
1830,34.33,3,Poor
1831,67.67,3,Average
1832,27.33,3,Poor
1833,58.33,3,Average
1834,42.0,3,Poor
1835,46.67,3,Poor
1836,53.0,3,Average
1837,44.67,3,Poor
1838,37.67,3,Poor
1839,30.33,3,Poor
1840,54.67,3,Average
1841,34.33,3,Poor
1842,36.67,3,Poor
1843,67.33,3,Average
1844,49.67,3,Poor
1845,32.0,3,Poor
1846,46.67,3,Poor
1847,52.33,3,Average
1848,70.0,3,Average
1849,58.67,3,Average
1850,52.67,3,Average
1851,39.0,3,Poor
1852,46.67,3,Poor
1853,39.0,3,Poor
1854,69.33,3,Average
1855,74.67,3,Average
1856,50.0,3,Average
1857,37.0,3,Poor
1858,42.67,3,Poor
1859,32.33,3,Poor
1860,37.0,3,Poor
1861,16.33,3,Poor
1862,57.33,3,Average
1863,34.67,3,Poor
1864,47.0,3,Poor
1865,59.0,3,Average
1866,39.67,3,Poor
1867,38.33,3,Poor
1868,63.67,3,Average
1869,45.33,3,Poor
1870,66.67,3,Average
1871,56.0,3,Average
1872,50.0,3,Average
1873,55.33,3,Average
1874,35.67,3,Poor
1875,85.67,3,Excellent
1876,42.33,3,Poor
1877,38.33,3,Poor
1878,49.33,3,Poor
1879,81.67,3,Excellent
1880,48.67,3,Poor
1881,26.0,3,Poor
1882,63.33,3,Average
1883,36.67,3,Poor
1884,26.0,3,Poor
1885,34.67,3,Poor
1886,65.67,3,Average
1887,20.67,3,Poor
1888,27.67,3,Poor
1889,74.33,3,Average
1890,62.33,3,Average
1891,32.67,3,Poor
1892,35.67,3,Poor
1893,15.67,3,Poor
1894,33.67,3,Poor
1895,28.67,3,Poor
1896,80.33,3,Excellent
1897,24.33,3,Poor
1898,27.0,3,Poor
1899,51.33,3,Average
1900,37.67,3,Poor
1901,58.0,3,Average
1902,60.67,3,Average
1903,49.67,3,Poor
1904,46.33,3,Poor
1905,57.0,3,Average
1906,59.33,3,Average
1907,45.0,3,Poor
1908,66.33,3,Average
1909,50.33,3,Average
1910,53.67,3,Average
1911,19.33,3,Poor
1912,47.67,3,Poor
1913,73.67,3,Average
1914,57.67,3,Average
1915,52.33,3,Average
1916,57.33,3,Average
1917,50.0,3,Average
1918,61.0,3,Average
1919,53.67,3,Average
1920,44.67,3,Poor
1921,78.0,3,Average
1922,32.0,3,Poor
1923,39.67,3,Poor
1924,30.0,3,Poor
1925,20.33,3,Poor
1926,47.0,3,Poor
1927,26.67,3,Poor
1928,35.67,3,Poor
1929,41.0,3,Poor
1930,28.67,3,Poor
1931,38.67,3,Poor
1932,50.0,3,Average
1933,52.67,3,Average
1934,83.33,3,Excellent
1935,47.0,3,Poor
1936,53.33,3,Average
1937,34.33,3,Poor
1938,75.67,3,Average
1939,32.33,3,Poor
1940,36.67,3,Poor
1941,24.33,3,Poor
1942,54.0,3,Average
1943,44.33,3,Poor
1944,32.67,3,Poor
1945,60.0,3,Average
1946,88.33,3,Excellent
1947,62.33,3,Average
1948,58.67,3,Average
1949,48.0,3,Poor
1950,51.0,3,Average
1951,21.33,3,Poor
1952,73.33,3,Average
1953,40.67,3,Poor
1954,64.0,3,Average
1955,70.0,3,Average
1956,68.0,3,Average
1957,65.0,3,Average
1958,38.0,3,Poor
1959,57.33,3,Average
1960,51.67,3,Average
1961,33.0,3,Poor
1962,74.33,3,Average
1963,78.33,3,Average
1964,43.33,3,Poor
1965,38.33,3,Poor
1966,58.67,3,Average
1967,41.0,3,Poor
1968,30.0,3,Poor
1969,70.0,3,Average
1970,19.0,3,Poor
1971,43.67,3,Poor
1972,77.67,3,Average
1973,25.67,3,Poor
1974,73.0,3,Average
1975,57.33,3,Average
1976,45.33,3,Poor
1977,78.33,3,Average
1978,31.33,3,Poor
1979,36.67,3,Poor
1980,39.67,3,Poor
1981,43.0,3,Poor
1982,44.67,3,Poor
1983,33.33,3,Poor
1984,52.67,3,Average
1985,32.33,3,Poor
1986,65.0,3,Average
1987,24.33,3,Poor
1988,34.0,3,Poor
1989,64.0,3,Average
1990,77.0,3,Average
1991,54.0,3,Average
1992,54.33,3,Average
1993,58.0,3,Average
1994,72.67,3,Average
1995,63.0,3,Average
1996,53.0,3,Average
1997,21.0,3,Poor
1998,57.33,3,Average
1999,62.67,3,Average
2000,36.0,3,Poor
2001,66.67,3,Average
2002,45.67,3,Poor
2003,68.0,3,Average
2004,33.67,3,Poor
2005,37.67,3,Poor
2006,12.33,3,Poor
2007,34.67,3,Poor
2008,67.33,3,Average
2009,55.67,3,Average
2010,53.33,3,Average
2011,28.0,3,Poor
2012,57.0,3,Average
2013,35.0,3,Poor
2014,81.33,3,Excellent
2015,39.33,3,Poor
2016,40.0,3,Poor
2017,53.33,3,Average
2018,22.33,3,Poor
2019,24.33,3,Poor
2020,34.67,3,Poor
2021,37.0,3,Poor
2022,42.0,3,Poor
2023,55.0,3,Average
2024,55.0,3,Average
2025,40.0,3,Poor
2026,37.33,3,Poor
2027,62.33,3,Average
2028,25.0,3,Poor
2029,53.0,3,Average
2030,60.0,3,Average
2031,60.33,3,Average
2032,56.0,3,Average
2033,34.67,3,Poor
2034,81.0,3,Excellent
2035,53.67,3,Average
2036,49.0,3,Poor
2037,32.67,3,Poor
2038,51.67,3,Average
2039,42.33,3,Poor
2040,17.33,3,Poor
2041,33.33,3,Poor
2042,56.67,3,Average
2043,67.33,3,Average
2044,50.33,3,Average
2045,61.67,3,Average
2046,22.67,3,Poor
2047,46.33,3,Poor
2048,64.67,3,Average
2049,58.33,3,Average
2050,23.33,3,Poor
2051,35.67,3,Poor
2052,57.33,3,Average
2053,48.0,3,Poor
2054,67.67,3,Average
2055,38.0,3,Poor
2056,71.33,3,Average
2057,42.67,3,Poor
2058,26.33,3,Poor
2059,49.0,3,Poor
2060,24.33,3,Poor
2061,60.33,3,Average
2062,49.0,3,Poor
2063,26.67,3,Poor
2064,47.67,3,Poor
2065,45.67,3,Poor
2066,45.67,3,Poor
2067,49.33,3,Poor
2068,58.33,3,Average
2069,56.33,3,Average
2070,38.33,3,Poor
2071,53.67,3,Average
2072,27.67,3,Poor
2073,54.67,3,Average
2074,29.0,3,Poor
2075,30.0,3,Poor
2076,65.0,3,Average
2077,21.33,3,Poor
2078,44.33,3,Poor
2079,32.67,3,Poor
2080,43.67,3,Poor
2081,52.67,3,Average
2082,36.33,3,Poor
2083,49.33,3,Poor
2084,22.67,3,Poor
2085,50.0,3,Average
2086,45.67,3,Poor
2087,67.67,3,Average
2088,56.0,3,Average
2089,31.0,3,Poor
2090,47.67,3,Poor
2091,48.0,3,Poor
2092,44.67,3,Poor
2093,35.67,3,Poor
2094,42.0,3,Poor
2095,67.0,3,Average
2096,49.0,3,Poor
2097,46.33,3,Poor
2098,52.0,3,Average
2099,69.33,3,Average
2100,83.0,3,Excellent
2101,29.33,3,Poor
2102,57.0,3,Average
2103,43.33,3,Poor
2104,52.67,3,Average
2105,61.67,3,Average
2106,52.0,3,Average
2107,35.0,3,Poor
2108,43.33,3,Poor
2109,47.0,3,Poor
2110,52.0,3,Average
2111,29.67,3,Poor
2112,36.33,3,Poor
2113,67.0,3,Average
2114,49.0,3,Poor
2115,48.67,3,Poor
2116,51.67,3,Average
2117,70.0,3,Average
2118,44.67,3,Poor
2119,74.67,3,Average
2120,58.33,3,Average
2121,43.0,3,Poor
2122,73.33,3,Average
2123,34.33,3,Poor
2124,37.67,3,Poor
2125,43.33,3,Poor
2126,36.33,3,Poor
2127,44.33,3,Poor
2128,28.0,3,Poor
2129,44.67,3,Poor
2130,39.67,3,Poor
2131,85.67,3,Excellent
2132,52.67,3,Average
2133,26.33,3,Poor
2134,50.67,3,Average
2135,71.33,3,Average
2136,56.67,3,Average
2137,44.33,3,Poor
2138,57.0,3,Average
2139,49.33,3,Poor
2140,74.67,3,Average
2141,33.33,3,Poor
2142,59.33,3,Average
2143,60.67,3,Average
2144,72.0,3,Average
2145,48.67,3,Poor
2146,33.33,3,Poor
2147,25.33,3,Poor
2148,51.67,3,Average
2149,32.0,3,Poor
2150,45.67,3,Poor
2151,36.33,3,Poor
2152,35.67,3,Poor
2153,49.0,3,Poor
2154,63.67,3,Average
2155,80.33,3,Excellent
2156,43.67,3,Poor
2157,60.0,3,Average
2158,54.33,3,Average
2159,37.0,3,Poor
2160,58.67,3,Average
2161,68.33,3,Average
2162,41.0,3,Poor
2163,66.0,3,Average
2164,67.0,3,Average
2165,50.33,3,Average
2166,60.67,3,Average
2167,15.67,3,Poor
2168,53.67,3,Average
2169,33.67,3,Poor
2170,60.67,3,Average
2171,18.0,3,Poor
2172,46.67,3,Poor
2173,43.33,3,Poor
2174,49.0,3,Poor
2175,58.0,3,Average
2176,22.0,3,Poor
2177,52.67,3,Average
2178,68.33,3,Average
2179,59.0,3,Average
2180,77.0,3,Average
2181,17.67,3,Poor
2182,45.67,3,Poor
2183,42.33,3,Poor
2184,52.67,3,Average
2185,4.67,3,Poor
2186,54.67,3,Average
2187,43.67,3,Poor
2188,11.0,3,Poor
2189,26.33,3,Poor
2190,70.0,3,Average
2191,34.0,3,Poor
2192,52.67,3,Average
2193,50.67,3,Average
2194,62.67,3,Average
2195,38.0,3,Poor
2196,62.0,3,Average
2197,41.0,3,Poor
2198,39.67,3,Poor
2199,59.67,3,Average
2200,29.33,3,Poor
2201,58.33,3,Average
2202,12.67,3,Poor
2203,45.67,3,Poor
2204,59.67,3,Average
2205,42.33,3,Poor
2206,64.67,3,Average
2207,7.0,3,Poor
2208,81.67,3,Excellent
2209,50.0,3,Average
2210,61.0,3,Average
2211,40.67,3,Poor
2212,54.33,3,Average
2213,67.67,3,Average
2214,26.0,3,Poor
2215,53.67,3,Average
2216,62.33,3,Average
2217,57.0,3,Average
2218,55.33,3,Average
2219,26.0,3,Poor
2220,38.67,3,Poor
2221,24.67,3,Poor
2222,65.0,3,Average
2223,41.33,3,Poor
2224,46.0,3,Poor
2225,58.0,3,Average
2226,77.67,3,Average
2227,54.67,3,Average
2228,51.67,3,Average
2229,35.33,3,Poor
2230,35.0,3,Poor
2231,62.0,3,Average
2232,59.0,3,Average
2233,51.0,3,Average
2234,34.33,3,Poor
2235,81.67,3,Excellent
2236,60.33,3,Average
2237,42.67,3,Poor
2238,40.0,3,Poor
2239,56.33,3,Average
2240,45.67,3,Poor
2241,67.0,3,Average
2242,39.67,3,Poor
2243,29.33,3,Poor
2244,59.0,3,Average
2245,36.67,3,Poor
2246,63.0,3,Average
2247,67.33,3,Average
2248,36.0,3,Poor
2249,29.33,3,Poor
2250,73.67,3,Average
2251,56.0,3,Average
2252,57.0,3,Average
2253,71.67,3,Average
2254,38.0,3,Poor
2255,78.67,3,Average
2256,64.33,3,Average
2257,33.0,3,Poor
2258,31.0,3,Poor
2259,30.67,3,Poor
2260,53.33,3,Average
2261,14.67,3,Poor
2262,38.0,3,Poor
2263,83.0,3,Excellent
2264,55.67,3,Average
2265,52.67,3,Average
2266,48.33,3,Poor
2267,41.33,3,Poor
2268,61.33,3,Average
2269,59.33,3,Average
2270,71.0,3,Average
2271,43.0,3,Poor
2272,69.33,3,Average
2273,58.67,3,Average
2274,24.33,3,Poor
2275,55.33,3,Average
2276,62.67,3,Average
2277,61.33,3,Average
2278,42.0,3,Poor
2279,19.67,3,Poor
2280,74.33,3,Average
2281,26.33,3,Poor
2282,49.67,3,Poor
2283,32.67,3,Poor
2284,35.67,3,Poor
2285,15.67,3,Poor
2286,61.67,3,Average
2287,16.0,3,Poor
2288,55.33,3,Average
2289,82.67,3,Excellent
2290,59.33,3,Average
2291,61.0,3,Average
2292,49.0,3,Poor
2293,58.33,3,Average
2294,62.0,3,Average
2295,76.67,3,Average
2296,27.0,3,Poor
2297,48.33,3,Poor
2298,40.33,3,Poor
2299,68.0,3,Average
2300,34.67,3,Poor
2301,43.67,3,Poor
2302,66.33,3,Average
2303,60.0,3,Average
2304,50.67,3,Average
2305,27.67,3,Poor
2306,35.33,3,Poor
2307,57.33,3,Average
2308,74.0,3,Average
2309,67.0,3,Average
2310,51.33,3,Average
2311,30.0,3,Poor
2312,63.67,3,Average
2313,78.33,3,Average
2314,40.67,3,Poor
2315,46.0,3,Poor
2316,43.33,3,Poor
2317,78.33,3,Average
2318,53.67,3,Average
2319,29.67,3,Poor
2320,21.67,3,Poor
2321,56.33,3,Average
2322,46.0,3,Poor
2323,45.0,3,Poor
2324,51.67,3,Average
2325,48.67,3,Poor
2326,57.0,3,Average
2327,58.33,3,Average
2328,39.67,3,Poor
2329,30.33,3,Poor
2330,72.0,3,Average
2331,52.67,3,Average
2332,30.0,3,Poor
2333,75.67,3,Average
2334,85.0,3,Excellent
2335,69.33,3,Average
2336,59.0,3,Average
2337,32.33,3,Poor
2338,41.67,3,Poor
2339,43.0,3,Poor
2340,57.67,3,Average
2341,45.33,3,Poor
2342,50.0,3,Average
2343,88.33,3,Excellent
2344,48.33,3,Poor
2345,39.0,3,Poor
2346,53.0,3,Average
2347,56.33,3,Average
2348,61.67,3,Average
2349,42.33,3,Poor
2350,37.67,3,Poor
2351,35.33,3,Poor
2352,36.0,3,Poor
2353,71.67,3,Average
2354,25.67,3,Poor
2355,74.0,3,Average
2356,62.0,3,Average
2357,42.0,3,Poor
2358,60.67,3,Average
2359,55.0,3,Average
2360,40.67,3,Poor
2361,12.33,3,Poor
2362,51.33,3,Average
2363,45.33,3,Poor
2364,49.0,3,Poor
2365,47.0,3,Poor
2366,38.67,3,Poor
2367,50.67,3,Average
2368,25.67,3,Poor
2369,60.0,3,Average
2370,48.33,3,Poor
2371,50.33,3,Average
2372,40.67,3,Poor
2373,79.67,3,Average
2374,69.33,3,Average
2375,50.67,3,Average
2376,43.33,3,Poor
2377,70.33,3,Average
2378,22.67,3,Poor
2379,81.67,3,Excellent
2380,41.0,3,Poor
2381,57.33,3,Average
2382,37.67,3,Poor
2383,62.67,3,Average
2384,40.0,3,Poor
2385,27.67,3,Poor
2386,59.67,3,Average
2387,55.33,3,Average
2388,38.33,3,Poor
2389,21.33,3,Poor
2390,48.0,3,Poor
2391,67.33,3,Average
2392,41.0,3,Poor
2393,8.0,3,Poor
2394,35.67,3,Poor
2395,39.0,3,Poor
2396,61.33,3,Average
2397,7.33,3,Poor
2398,40.33,3,Poor
2399,65.33,3,Average
2400,42.67,3,Poor
2401,38.67,3,Poor
2402,60.67,3,Average
2403,54.0,3,Average
2404,68.0,3,Average
2405,33.33,3,Poor
2406,35.33,3,Poor
2407,34.0,3,Poor
2408,51.67,3,Average
2409,62.67,3,Average
2410,57.33,3,Average
2411,32.67,3,Poor
2412,77.0,3,Average
2413,45.33,3,Poor
2414,55.33,3,Average
2415,63.67,3,Average
2416,44.67,3,Poor
2417,60.33,3,Average
2418,66.0,3,Average
2419,66.33,3,Average
2420,46.67,3,Poor
2421,60.0,3,Average
2422,52.0,3,Average
2423,81.67,3,Excellent
2424,75.0,3,Average
2425,82.0,3,Excellent
2426,47.33,3,Poor
2427,41.0,3,Poor
2428,44.33,3,Poor
2429,46.33,3,Poor
2430,45.0,3,Poor
2431,66.0,3,Average
2432,44.0,3,Poor
2433,51.33,3,Average
2434,42.0,3,Poor
2435,47.67,3,Poor
2436,26.33,3,Poor
2437,41.33,3,Poor
2438,23.0,3,Poor
2439,60.33,3,Average
2440,53.67,3,Average
2441,58.67,3,Average
2442,41.67,3,Poor
2443,28.33,3,Poor
2444,40.67,3,Poor
2445,24.67,3,Poor
2446,22.67,3,Poor
2447,43.67,3,Poor
2448,47.67,3,Poor
2449,70.0,3,Average
2450,64.0,3,Average
2451,40.33,3,Poor
2452,32.0,3,Poor
2453,65.0,3,Average
2454,36.67,3,Poor
2455,50.0,3,Average
2456,58.33,3,Average
2457,32.33,3,Poor
2458,58.67,3,Average
2459,15.67,3,Poor
2460,68.33,3,Average
2461,58.33,3,Average
2462,42.67,3,Poor
2463,42.33,3,Poor
2464,51.33,3,Average
2465,40.33,3,Poor
2466,74.67,3,Average
2467,10.67,3,Poor
2468,14.67,3,Poor
2469,44.0,3,Poor
2470,68.33,3,Average
2471,31.0,3,Poor
2472,36.33,3,Poor
2473,69.0,3,Average
2474,47.33,3,Poor
2475,67.67,3,Average
2476,45.67,3,Poor
2477,62.33,3,Average
2478,37.67,3,Poor
2479,67.67,3,Average
2480,35.0,3,Poor
2481,70.0,3,Average
2482,38.33,3,Poor
2483,55.67,3,Average
2484,61.33,3,Average
2485,83.67,3,Excellent
2486,50.67,3,Average
2487,43.33,3,Poor
2488,59.67,3,Average
2489,66.33,3,Average
2490,39.33,3,Poor
2491,52.0,3,Average
2492,44.67,3,Poor
2493,14.67,3,Poor
2494,65.33,3,Average
2495,48.0,3,Poor
2496,58.67,3,Average
2497,38.33,3,Poor
2498,68.33,3,Average
2499,58.67,3,Average
2500,79.0,3,Average
2501,40.0,3,Poor
2502,69.0,3,Average
2503,59.0,3,Average
2504,43.0,3,Poor
